url,title,realization,genre,subgenre,production,coproduction,type,theme,year
https://www.unifrance.org/film/57965/ducobu-passe-au-vert,Ducobu passe au vert !,Élie Semoun,Fiction,null,UGC Distribution,null,Long-métrage,null,undefined
https://www.unifrance.org/film/56620/le-comte-de-monte-cristo,Le Comte de Monte-Cristo,"Alexandre de La Patellière, Matthieu Delaporte",Fiction,null,Pathé Films,null,Long-métrage,null,2024
https://www.unifrance.org/film/57850/les-hennedricks,Les Hennedricks,Laurence Arné,Fiction,null,The Film,null,Long-métrage,null,2024
https://www.unifrance.org/film/57858/le-mangeur-d-ames,Le Mangeur d'âmes,"Alexandre Bustillo, Julien Maury",Fiction,Policier,Phase 4 Productions,null,Long-métrage,null,2024
https://www.unifrance.org/film/58037/n-avoue-jamais,N'avoue jamais,Ivan Calbérac,Fiction,null,Wild Bunch,null,Long-métrage,null,undefined
https://www.unifrance.org/film/57365/tombe-du-camion,Tombé du camion,Philippe Pollet-Villard,Fiction,Comédie,Karé Productions,null,Long-métrage,null,2024
https://www.unifrance.org/film/56991/le-tableau-vole,Le Tableau volé,Pascal Bonitzer,Fiction,null,SBS Productions,null,Long-métrage,null,2024
https://www.unifrance.org/film/54631/moi-capitaine,"Moi, capitaine",Matteo Garrone,Fiction,Drame,Pathé Films,Pathé Films,Long-métrage,"Exil, Immigration",undefined
https://www.unifrance.org/film/56081/toni-en-famille,"Toni, en famille",Nathan Ambrosioni,Fiction,Comédie dramatique,Chi-Fou-Mi Productions,"STUDIOCANAL, France 2 Cinéma",Long-métrage,Famille,2023
https://www.unifrance.org/film/56019/omar-la-fraise,Omar la fraise,Élias Belkeddar,Fiction,Comédie dramatique,Iconoclast Films,"STUDIOCANAL, France 2 Cinéma",Long-métrage,null,2023
https://www.unifrance.org/film/55709/l-ete-dernier,L'Été dernier,Catherine Breillat,Fiction,Drame,SBS Productions,null,Long-métrage,null,2023
https://www.unifrance.org/film/56763/le-proces-goldman,Le Procès Goldman,Cédric Kahn,Fiction,Drame,Moonshaker,Tropdebonheur Productions,Long-métrage,Justice,2023
https://www.unifrance.org/film/56508/simple-comme-sylvain,Simple comme Sylvain,Monia Chokri,Fiction,Comédie sentimentale,MK Productions,MK Productions,Long-métrage,null,undefined
https://www.unifrance.org/film/55100/une-nuit,Une nuit,Alex Lutz,Fiction,Comédie sentimentale,Maneki Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/54575/anatomie-d-une-chute,Anatomie d'une chute,Justine Triet,Fiction,Drame,Les Films Pelléas,"France 2 Cinéma, Auvergne-Rhône-Alpes Cinéma",Long-métrage,"Justice, Meurtre, Accident",2023
https://www.unifrance.org/film/56288/wahou,Wahou !,Bruno Podalydès,Fiction,Comédie,Why Not Productions,null,Long-métrage,null,2023
https://www.unifrance.org/film/55812/they-shot-the-piano-player,They Shot the Piano Player,"Fernando Trueba, Javier Mariscal",Animation,Animation,Les Films d'Ici,Les Films d'Ici,Long-métrage,null,undefined
https://www.unifrance.org/film/55997/ama-gloria,Àma Gloria,Marie Amachoukeli,Fiction,Comédie dramatique,Lilies Films,null,Long-métrage,"Enfance, Voyage, Deuil, Immigration",2023
https://www.unifrance.org/film/56010/sur-la-branche,Sur la branche,Marie Garel Weiss,Fiction,Comédie,Elzévir Films,France 3 Cinéma,Long-métrage,null,2023
https://www.unifrance.org/film/56072/des-mains-en-or,Des mains en or,Isabelle Mergault,Fiction,Comédie,Quad Films,France 3 Cinéma,Long-métrage,null,2023
https://www.unifrance.org/film/56458/la-voie-royale,La Voie royale,Frédéric Mermoud,Fiction,Drame,Tabo Tabo Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/56188/marie-line-et-son-juge,Marie-Line et son juge,Jean-Pierre Améris,Fiction,Comédie dramatique,Escazal Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/55165/le-retour,Le Retour,Catherine Corsini,Fiction,Drame,CHAZ Productions,"France 3 Cinéma, Le Pacte",Long-métrage,null,2023
https://www.unifrance.org/film/56097/sages-femmes,Sages-femmes,Léa Fehner,Fiction,Drame,Geko Films,ARTE France,Long-métrage,null,2023
https://www.unifrance.org/film/56233/veuillez-nous-excuser-pour-la-gene-occasionnee,Veuillez nous excuser pour la gêne occasionnée,Olivier Van Hoofstadt,Fiction,Comédie,Vendôme Films,"TF1 Films Production, TF1 Studio",Long-métrage,null,2023
https://www.unifrance.org/film/56189/les-algues-vertes,Les Algues vertes,Pierre Jolivet,Fiction,null,2.4.7. Films (247 Films),null,Long-métrage,null,2023
https://www.unifrance.org/film/55914/notre-corps,Notre corps,Claire Simon,Documentaire,"Documentaire, Femmes",Madison Films,France 2 Cinéma,Long-métrage,null,2023
https://www.unifrance.org/film/57101/les-deguns-2,Les Déguns 2,"Claude Junior Zidi, Cyrille Droux",Fiction,Comédie,Hyper Focal,Apollo Films,Long-métrage,null,2023
https://www.unifrance.org/film/56909/les-blagues-de-toto-2-classe-verte,Les Blagues de Toto 2 - Classe verte,Pascal Bourdiaux,Fiction,Comédie,SND,M6 Films,Long-métrage,Enfance,2023
https://www.unifrance.org/film/56510/le-ravissement,Le Ravissement,Iris  Kaltenbäck,Fiction,Drame,MACT Productions,"JPG Films, BNP Paribas Pictures",Long-métrage,null,2023
https://www.unifrance.org/film/55351/l-amour-et-les-forets,L'Amour et les forêts,Valérie Donzelli,Fiction,Drame,Rectangle Productions,Les Films de Françoise,Long-métrage,null,2023
https://www.unifrance.org/film/56149/bernadette,Bernadette,Léa Domenach,Fiction,Comédie,Karé Productions,"France 3 Cinéma, Marvelous Productions",Long-métrage,null,2023
https://www.unifrance.org/film/54599/un-metier-serieux,Un métier sérieux,Thomas Lilti,Fiction,Comédie dramatique,Les Films du Parc,"Le Pacte, France 2 Cinéma, Les FIlms de Benjamin",Long-métrage,null,2023
https://www.unifrance.org/film/55471/acide,Acide,Just Philippot,Fiction,"Drame, Science-fiction",Bonne Pioche Cinéma,"France 3 Cinéma, Caneo Films, Logical Content Ventures",Long-métrage,null,2023
https://www.unifrance.org/film/55883/le-regne-animal,Le Règne animal,Thomas Cailley,Fiction,"Science-fiction, Fantastique, Drame",Nord-Ouest Films,"STUDIOCANAL, France 2 Cinéma",Long-métrage,null,2023
https://www.unifrance.org/film/55435/une-annee-difficile,Une année difficile,"Éric Toledano, Olivier Nakache",Fiction,Comédie,Ten Cinéma,Gaumont,Long-métrage,null,2023
https://www.unifrance.org/film/55810/la-petite,La Petite,Guillaume Nicloux,Fiction,Comédie dramatique,Les Films du Kiosque,"France 2 Cinéma, SND",Long-métrage,null,2023
https://www.unifrance.org/film/55382/nouveau-depart,Nouveau Départ,Philippe Lefèbvre,Fiction,Comédie sentimentale,Récifilms,"Orange Studio, France 2 Cinéma",Long-métrage,null,2023
https://www.unifrance.org/film/56144/totem,Tótem,Lila Avilés,Fiction,Drame,Alpha Violet,Alpha Violet,Long-métrage,null,undefined
https://www.unifrance.org/film/56460/club-zero,Club Zéro,Jessica Hausner,Fiction,Drame,Société Parisienne de Production,Coproduction Office,Long-métrage,null,undefined
https://www.unifrance.org/film/57100/yannick,Yannick,Quentin Dupieux,Fiction,Comédie dramatique,Chi-Fou-Mi Productions,null,Long-métrage,Théâtre,2023
https://www.unifrance.org/film/57608/14-jours-pour-aller-mieux,14 jours pour aller mieux,Edouard Pluvieux,Fiction,null,Nolita,null,Long-métrage,null,2023
https://www.unifrance.org/film/54591/l-abbe-pierre-une-vie-de-combats,L'Abbé Pierre - Une vie de combats,Frédéric Tellier,Fiction,"Biopic, Drame",WY Productions,null,Long-métrage,null,2023
https://www.unifrance.org/film/56012/38-5-quai-des-orfevres,38°5 Quai des Orfèvres,Benjamin Lehrer,Fiction,"Comédie, Policier",Chabraque Productions,"TF1 Films Production, DB Production",Long-métrage,null,2023
https://www.unifrance.org/film/55449/l-air-de-la-mer-rend-libre,L'Air de la mer rend libre,Nadir Moknèche,Fiction,Drame,Blue Monday Productions,Le Bureau Films,Long-métrage,null,2023
https://www.unifrance.org/film/56339/banel-adama,Banel & Adama,Ramata-Toulaye Sy,Fiction,Drame,La Chauve-Souris,"Canal+ International, Arte France Cinéma",Long-métrage,null,2023
https://www.unifrance.org/film/56772/l-arbre-aux-papillons-d-or,L'Arbre aux papillons d'or,Tien An Pham,Fiction,Drame,Deuxième Ligne Films,Deuxième Ligne Films,Long-métrage,null,undefined
https://www.unifrance.org/film/56336/l-arche-de-noe,L'Arche de Noé,Bryan Marciano,Fiction,null,Eliph Productions,"TF1 Studio, UGC Images",Long-métrage,Homosexualité,2023
https://www.unifrance.org/film/55532/animalia,Animalia,Sofia Alaoui,Fiction,Science-fiction,Wrong Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/55466/borgo,Borgo,Stéphane Demoustier,Fiction,Drame,Petit Film,France 3 Cinéma,Long-métrage,null,2023
https://www.unifrance.org/film/56618/bye-bye-tiberiade,Bye bye Tibériade,Lina Soualem,Documentaire,Documentaire,Beall Productions,null,Long-métrage,null,2023
https://www.unifrance.org/film/56700/caiti-blues,Caiti Blues,Justine  Harbonnier,Documentaire,Documentaire,SISTER Productions,null,Long-métrage,"Exil, Musique",2023
https://www.unifrance.org/film/56777/c-est-le-monde-a-l-envers,C'est le monde à l'envers !,Nicolas Vanier,Fiction,null,Bonne Pioche Cinéma,null,Long-métrage,null,2023
https://www.unifrance.org/film/56379/city-of-wind,City of Wind,Lkhagvadulam Purev-Ochir,Fiction,Drame,Aurora Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/55809/bonnard-pierre-et-marthe,"Bonnard, Pierre et Marthe",Martin Provost,Fiction,Comédie dramatique,Les Films du Kiosque,"France 3 Cinéma, Volapuk",Long-métrage,Art,2023
https://www.unifrance.org/film/55815/chien-et-chat,Chien et chat,Reem Kherici,Fiction,null,Mandarin & Compagnie (ex-Mandarin Production),null,Long-métrage,null,2023
https://www.unifrance.org/film/57183/chambre-999,Chambre 999,Lubna  Playoust,Documentaire,Documentaire,MK Productions,null,Long-métrage,Cinéma,2023
https://www.unifrance.org/film/56231/chasse-gardee,Chasse gardée,"Frédéric Forestier, Antonin Fourlon",Fiction,Comédie,Curiosa Films,"TF1 Studio, Union Générale Cinématographique (UGC), TF1 Films Production, Studio Exception",Long-métrage,null,2023
https://www.unifrance.org/film/56232/au-fil-des-saisons,Au fil des saisons,"Marco La Via, Hanna Ladoul",Fiction,null,Cheyenne Federation,null,Long-métrage,null,2023
https://www.unifrance.org/film/51483/au-cimetiere-de-la-pellicule,Au cimetière de la pellicule,Thierno Souleymane Diallo,Documentaire,null,JPL Productions,"Auvergne-Rhône-Alpes Cinéma, Lyon Capitale TV",Long-métrage,Cinéma,2023
https://www.unifrance.org/film/56744/augure,Augure,Baloji Tshiani,Fiction,null,Special Touch Studios,Special Touch Studios,Long-métrage,null,undefined
https://www.unifrance.org/film/56000/les-colons,Les Colons,Felipe Galvez,Fiction,Drame,Ciné-Sud Promotion,Ciné-Sud Promotion,Long-métrage,null,undefined
https://www.unifrance.org/film/56373/comme-par-magie,Comme par magie,Christophe Barratier,Fiction,null,M.E.S. Productions,"Orange Studio, Apollo Films, M6 Films, Malec Productions",Long-métrage,null,2023
https://www.unifrance.org/film/56380/comme-un-prince,Comme un prince,"Ali Marhyar, Julien Guetta",Fiction,Comédie dramatique,Quad Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/55707/comme-une-louve,Comme une louve,Caroline Glorion,Fiction,Drame,Sensito Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/55996/la-damnee,La Damnée,Abel Danan,Fiction,null,Place du Marché Productions,null,Long-métrage,null,2023
https://www.unifrance.org/film/55586/daaaaaali,Daaaaaali !,Quentin Dupieux,Fiction,Comédie,Atelier de Production,null,Long-métrage,null,2023
https://www.unifrance.org/film/55494/dans-la-foret-sombre-et-mysterieuse,Dans la forêt sombre et mystérieuse,"Vincent Paronnaud (Winshluss), Alexis Ducord",Animation,Animation,Je Suis Bien Content,null,Long-métrage,null,2023
https://www.unifrance.org/film/56504/l-autre-laurens,L'Autre Laurens,Claude  Schmitz,Fiction,Thriller,Chevaldeuxtrois,Chevaldeuxtrois,Long-métrage,null,undefined
https://www.unifrance.org/film/56374/le-dernier-des-juifs,Le Dernier des Juifs,Noé Debré,Fiction,null,Moonshaker,"The Living, L'Embellie",Long-métrage,null,2023
https://www.unifrance.org/film/56333/avant-que-les-flammes-ne-s-eteignent,Avant que les flammes ne s'éteignent,Mehdi Fikri,Fiction,Drame,Topshot Films,"BAC Films, France 3 Cinéma",Long-métrage,null,2023
https://www.unifrance.org/film/55995/le-dernier-jaguar,Le Dernier Jaguar,Gilles de Maistre,Fiction,null,Mai-Juin Productions,null,Long-métrage,null,2023
https://www.unifrance.org/film/54154/avant-l-effondrement,Avant l'effondrement,"Alice Zeniter, Benoît  Volnais",Fiction,Comédie dramatique,Elzévir Films,"Paragon, France 2 Cinéma",Long-métrage,null,2023
https://www.unifrance.org/film/55886/batiment-5,Bâtiment 5,Ladj Ly,Fiction,Drame,SRAB Films,Lyly Films,Long-métrage,null,2023
https://www.unifrance.org/film/56482/bienveillance-paysanne,Bienveillance paysanne,Oliver Dickinson,Documentaire,Documentaire,Les Films de l'Anse,null,Long-métrage,Environnement,2023
https://www.unifrance.org/film/55160/la-bete,La Bête,Bertrand Bonello,Fiction,"Thriller, Science-fiction",Les films du Bélier,Arte France Cinéma,Long-métrage,null,2023
https://www.unifrance.org/film/54927/les-derniers-hommes,Les Derniers Hommes,David Oelhoffen,Fiction,Guerre,Galatée Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/56366/black-tea,Black Tea,Abderrahmane Sissako,Fiction,null,Archipel 35 / Archipel 33,null,Long-métrage,null,2023
https://www.unifrance.org/film/54934/deserts,Déserts,Faouzi Bensaïdi,Fiction,Comédie dramatique,Barney Production,null,Long-métrage,Errance,2023
https://www.unifrance.org/film/56278/dieu-est-une-femme,Dieu est une femme,Andrès Peyrot,Documentaire,Documentaire,Industrie Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/56080/l-empire,L'Empire,Bruno Dumont,Fiction,"Comédie, Science-fiction",Tessalit Productions,"Red Balloon Film, Ascent Film, Novak Prod, Furyo Films",Long-métrage,null,2023
https://www.unifrance.org/film/56515/les-enfants-de-la-foret,Les Enfants de la forêt,Olivier Casas,Fiction,null,Quad Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/55634/et-la-fete-continue,Et la fête continue !,Robert Guédiguian,Fiction,null,Agat Films - Ex nihilo,France 3 Cinéma,Long-métrage,null,2023
https://www.unifrance.org/film/58036/et-plus-si-affinites,Et plus si affinités,"Olivier Ducray, Wilfried Méance",Fiction,null,Wild Bunch,null,Long-métrage,null,undefined
https://www.unifrance.org/film/51813/eureka,Eureka,Lisandro Alonso,Fiction,Drame,Slot Machine,"Luxbox, Le Pacte, Arte France Cinéma",Long-métrage,null,2023
https://www.unifrance.org/film/56370/la-ferme-des-bertrand,La Ferme des Bertrand,Gilles Perret,Documentaire,Documentaire,Elzévir Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/57738/le-fil,Le Fil,Daniel Auteuil,Fiction,null,Zinc,null,Long-métrage,null,undefined
https://www.unifrance.org/film/55419/la-fille-de-son-pere,La Fille de son père,Erwan Le Duc,Fiction,null,Domino Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/56359/flo,Flo,Géraldine Danon,Fiction,Biopic,Les Films Manuel Munz,France 2 Cinéma,Long-métrage,null,2023
https://www.unifrance.org/film/53892/follia,Follia,Charles Guérin-Surville,Fiction,Romance,Beabia Films (ex Good Way Films),null,Long-métrage,null,2023
https://www.unifrance.org/film/54643/madame-de-sevigne,Madame de Sévigné,Isabelle Brocard,Fiction,null,The Film,null,Long-métrage,null,2023
https://www.unifrance.org/film/49436/garder-ton-nom,Garder ton nom,Vincent Duquesne,Fiction,Drame,Odyssée Pictures,null,Long-métrage,null,2023
https://www.unifrance.org/film/56512/madame-hofmann,Madame Hofmann,Sébastien Lifshitz,Documentaire,Documentaire,Agat Films - Ex nihilo,Arte France Cinéma,Long-métrage,null,2023
https://www.unifrance.org/film/56742/goodbye-julia,Goodbye Julia,Mohamed Kordofani,Fiction,Drame,Dolce Vita Films,Dolce Vita Films,Long-métrage,null,undefined
https://www.unifrance.org/film/56625/ma-france-a-moi,Ma France à moi,Benoît Cohen,Fiction,null,Marvelous Productions,"Shadows Films, Belorio Films, Prod Lab",Long-métrage,null,2023
https://www.unifrance.org/film/55706/gueules-noires,Gueules noires,Mathieu Turi,Fiction,Horreur,Fulltime Studio,null,Long-métrage,null,2023
https://www.unifrance.org/film/57852/maison-de-retraite-2,Maison de retraite 2,Claude Junior Zidi,Fiction,Comédie,MyFamily,"TF1 Films Production, Apollo Films",Long-métrage,null,2023
https://www.unifrance.org/film/56202/iris-et-les-hommes,Iris et les hommes,Caroline Vignal,Fiction,Comédie,Chapka Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/56498/hlm-pussy,HLM Pussy,Nora El Hourch,Fiction,Comédie dramatique,Manny Films,La Prod,Long-métrage,null,2023
https://www.unifrance.org/film/55473/making-of,Making of,Cédric Kahn,Fiction,Comédie,Curiosa Films,"Tropdebonheur Productions, France 2 Cinéma",Long-métrage,null,2023
https://www.unifrance.org/film/57167/jamais-sans-mon-psy,Jamais sans mon psy,Arnaud Lemort,Fiction,Comédie,Atelier de Production,null,Long-métrage,Psychanalyse,2023
https://www.unifrance.org/film/56937/holly,Holly,Fien Troch,Fiction,Drame,Agat Films - Ex nihilo,Agat Films - Ex nihilo,Long-métrage,null,undefined
https://www.unifrance.org/film/52852/mars-express,Mars Express,Jérémie Périn,Animation,Science-fiction,Everybody On Deck,"Je Suis Bien Content, France 3 Cinéma, Gebeka Films, Amopix, Schmuby Productions, Plume Finance, Shine Conseils, EV.L Prod",Long-métrage,null,2023
https://www.unifrance.org/film/56302/je-m-abandonne-a-toi,Je m'abandonne à toi,Cheyenne Carron,Fiction,Drame,Hésiode Productions,null,Long-métrage,null,2023
https://www.unifrance.org/film/57229/hors-saison,Hors saison,Stéphane Brizé,Fiction,Drame,Gaumont,null,Long-métrage,null,2023
https://www.unifrance.org/film/55059/la-mecanique-des-choses,La Mécanique des choses,Alessandra Celesia,Documentaire,Documentaire,Films de Force Majeure,null,Long-métrage,"Handicap, Rêve, Mort",2023
https://www.unifrance.org/film/57770/jeunesse-mon-amour,"Jeunesse, mon amour",Léo Fontaine,Fiction,null,Polyfilms Production,Améthyste Films,Long-métrage,null,2023
https://www.unifrance.org/film/56750/inchallah-un-fils,Inchallah un fils,Amjad Al Rasheed,Fiction,Drame,Georges Films,Georges Films,Long-métrage,null,undefined
https://www.unifrance.org/film/57090/karaoke,Karaoké,Stéphane Ben Lahcene,Fiction,null,Les Films du 24,TF1 Films Production,Long-métrage,null,2023
https://www.unifrance.org/film/55582/les-meutes,Les Meutes,Kamal Lazraq,Fiction,Drame,Barney Production,Barney Production,Long-métrage,null,undefined
https://www.unifrance.org/film/56654/miracles,Miracles,Pierre Barnerias,Documentaire,null,TProd,null,Long-métrage,null,2023
https://www.unifrance.org/film/57106/inestimable,Inestimable,Éric Fraticelli,Fiction,Comédie,Pan-Européenne,TF1 Films Production,Long-métrage,null,2023
https://www.unifrance.org/film/57174/leurs-enfants-apres-eux,Leurs enfants après eux,"Ludovic Boukherma, Zoran  Boukherma",Fiction,Adaptation littéraire,Warner Bros. (France),null,Long-métrage,null,undefined
https://www.unifrance.org/film/57242/mmxx,MMXX,Cristi Puiu,Fiction,null,Shellac,Shellac,Long-métrage,null,undefined
https://www.unifrance.org/film/56753/levante,Levante,Lillah Halla,Fiction,null,In Vivo Films,In Vivo Films,Long-métrage,null,undefined
https://www.unifrance.org/film/56514/little-girl-blue,Little Girl Blue,Mona Achache,Fiction,Drame,Les Films du Poisson,France 2 Cinéma,Long-métrage,null,2023
https://www.unifrance.org/film/56817/le-moliere-imaginaire,Le Molière imaginaire,Olivier Py,Fiction,null,Atelier de Production,null,Long-métrage,null,2023
https://www.unifrance.org/film/56752/lost-country,Lost Country,Vladimir Perisič,Fiction,Drame,KinoElektron,"Arte France Cinéma, Cosmodigital",Long-métrage,null,2023
https://www.unifrance.org/film/58073/monsieur-aznavour,Monsieur Aznavour,"Grand Corps Malade, Mehdi Idir",Fiction,Biopic,Mandarin & Compagnie (ex-Mandarin Production),null,Long-métrage,null,2023
https://www.unifrance.org/film/57137/nous-les-barbares,Nous les Barbares,Bertrand Mandico,Fiction,Réalité virtuelle,Floréal,Orphée Films,Court-métrage,null,2023
https://www.unifrance.org/film/56289/monsieur-le-maire,Monsieur le maire,"Michel Tavares, Karine Blanc",Fiction,Comédie,Les Films du 24,"France 3 Cinéma, Auvergne-Rhône-Alpes Cinéma",Long-métrage,null,2023
https://www.unifrance.org/film/56488/n-attendez-pas-trop-la-fin-du-monde,N'attendez pas trop la fin du monde,Radu Jude,Fiction,Comédie dramatique,Les Films d'Ici,Les Films d'Ici,Long-métrage,null,undefined
https://www.unifrance.org/film/56616/nous-les-leroy,"Nous, les Leroy",Florent Bernard,Fiction,null,Nolita,"TF1 Films Production, Apollo Films",Long-métrage,null,2023
https://www.unifrance.org/film/54905/la-nouvelle-femme,La Nouvelle Femme,Léa Todorov,Fiction,null,Geko Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/56397/pas-de-vagues,Pas de vagues,Teddy Lussi-Modeste,Fiction,null,Kazak Productions,null,Long-métrage,null,2023
https://www.unifrance.org/film/55993/paternel,Paternel,Ronan Tronchot,Fiction,null,Les films du clan,null,Long-métrage,null,2023
https://www.unifrance.org/film/56463/le-petit-blond-de-la-casbah,Le Petit Blond de la Casbah,Alexandre Arcady,Fiction,Comédie dramatique,Alexandre Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/55495/petites-mains,Petites Mains,Nessim Chikhaoui,Fiction,null,Albertine Productions,null,Long-métrage,null,2023
https://www.unifrance.org/film/57840/pour-ton-mariage,Pour ton mariage,Oury Milshtein,Documentaire,Documentaire,Iliade et Films,"Eagles Team Entertainment, M 141",Long-métrage,null,2023
https://www.unifrance.org/film/54922/la-passion-de-dodin-bouffant,La Passion de Dodin Bouffant,Trần Anh Hùng,Fiction,"Drame, Historique",Curiosa Films,"France 2 Cinéma, Gaumont",Long-métrage,null,2023
https://www.unifrance.org/film/54653/paula,Paula,Angela Ottobah,Fiction,Drame,Kidam,"Micro Climat, Same Player",Long-métrage,null,2023
https://www.unifrance.org/film/56648/la-promesse-verte,La Promesse verte,Edouard Bergeon,Fiction,null,Nord-Ouest Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/52765/le-repli,Le Repli,Joseph Paris,"Documentaire, Expérimental",null,Drôle de Trame,null,Long-métrage,"Racisme, Société",2023
https://www.unifrance.org/film/54894/quitter-la-nuit,Quitter la nuit,Delphine Girard,Fiction,Drame,Haut et Court,Haut et Court,Long-métrage,null,undefined
https://www.unifrance.org/film/57029/revivre,Revivre,Karim Dridi,Documentaire,null,Mirak Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/54745/rien-a-perdre,Rien à perdre,Delphine Deloget,Fiction,null,Curiosa Films,Unité (ex-Unité de Production),Long-métrage,null,2023
https://www.unifrance.org/film/56675/la-riviere,La Rivière,Dominique Marchais,Documentaire,Documentaire,Zadig Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/56501/les-rois-de-la-piste,Les Rois de la piste,Thierry Klifa,Fiction,null,Nolita,null,Long-métrage,null,2023
https://www.unifrance.org/film/56502/rokya,Rokya,Said  Belktibia,Fiction,Épouvante,Iconoclast Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/56137/slava-ukraini,Slava Ukraini,"Bernard-Henri Lévy, Marc Roussel",Documentaire,Documentaire,Margo Cinéma,null,Long-métrage,null,2023
https://www.unifrance.org/film/56429/soudain-seuls,Soudain seuls,Thomas Bidegain,Fiction,null,Trésor Films,"STUDIOCANAL, France 2 Cinéma, Cool Industrie",Long-métrage,null,2023
https://www.unifrance.org/film/55428/sous-le-vent-des-marquises,Sous le vent des Marquises,Pierre Godeau,Fiction,null,Pan-Européenne,null,Long-métrage,null,2023
https://www.unifrance.org/film/56516/rosalie,Rosalie,Stéphanie Di Giusto,Fiction,null,Trésor Films,Gaumont,Long-métrage,null,2023
https://www.unifrance.org/film/57962/sacerdoce,Sacerdoce,Damien Boyer,Documentaire,null,Orawa Production,null,Long-métrage,Religion,2023
https://www.unifrance.org/film/56329/sous-le-tapis,Sous le tapis,Camille Japy,Fiction,Comédie dramatique,Mandarin & Compagnie (ex-Mandarin Production),"Paname Distribution, Lamarr Films",Long-métrage,"Mort, Famille, Deuil",2023
https://www.unifrance.org/film/56511/salem,Salem,Jean-Bernard Marlin,Fiction,null,Unité (ex-Unité de Production),null,Long-métrage,null,2023
https://www.unifrance.org/film/57228/vivants,Vivants,Alix Delaporte,Fiction,Drame,Trésor Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/57050/les-segpa-au-ski,Les Segpa au ski,"Hakim Bougheraba, Ali Bougheraba",Fiction,Comédie,Kallouche Cinéma,"Apollo Films, STUDIOCANAL, Darka Movies, C8 Films",Long-métrage,null,2023
https://www.unifrance.org/film/55816/une-affaire-d-honneur,Une affaire d'honneur,Vincent Perez,Fiction,null,Gaumont,null,Long-métrage,null,2023
https://www.unifrance.org/film/55282/le-syndrome-des-amours-passees,Le Syndrome des amours passées,"Ann Sirot, Raphaël Balboni",Fiction,Comédie,Tripode Productions,Tripode Productions,Long-métrage,null,undefined
https://www.unifrance.org/film/57664/une-famille,Une famille,Christine Angot,Documentaire,null,Madison Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/56881/la-tete-froide,La Tête froide,Stéphane Marchetti,Fiction,null,Blue Monday Productions,Le Bureau Films,Long-métrage,null,2023
https://www.unifrance.org/film/54944/le-temps-d-aimer,Le Temps d'aimer,Katell Quillévéré,Fiction,null,Les films du Bélier,"France 2 Cinéma, Gaumont",Long-métrage,null,2023
https://www.unifrance.org/film/56875/une-vie-revee,Une vie rêvée,Morgan Simon,Fiction,Comédie dramatique,Trois Brigands Productions,null,Long-métrage,null,2023
https://www.unifrance.org/film/57654/self-fiction-self-migration,"Self-fiction, self-migration",Fabienne Le Houérou,"Documentaire, Fiction",Documentaire,Saint-André-des-Arts,null,Long-métrage,null,undefined
https://www.unifrance.org/film/56217/sidonie-au-japon,Sidonie au Japon,Élise Girard,Fiction,Drame,10:15! Productions,null,Long-métrage,null,2023
https://www.unifrance.org/film/56951/le-vourdalak,Le Vourdalak,Adrien Beau,Fiction,Horreur,Les Films du Bal,null,Long-métrage,null,2023
https://www.unifrance.org/film/56751/tiger-stripes,Tiger Stripes,Amanda Nell Eu,Fiction,null,Still Moving,Still Moving,Long-métrage,null,undefined
https://www.unifrance.org/film/56203/voyage-au-pole-sud,Voyage au Pôle Sud,Luc Jacquet,Documentaire,Documentaire,Paprika Films,null,Long-métrage,null,2023
https://www.unifrance.org/film/55652/les-trois-fantastiques,Les Trois Fantastiques,Michaël Dichter,Fiction,null,Rectangle Productions,null,Long-métrage,null,2023
https://www.unifrance.org/film/56487/le-voyage-en-pyjama,Le Voyage en pyjama,Pascal Thomas,Fiction,Comédie sentimentale,Les Films Français,null,Long-métrage,null,2023
https://www.unifrance.org/film/57653/un-pont-au-dessus-de-l-ocean,Un pont au-dessus de l'océan,Francis Fourcou,Documentaire,null,Ecransud,null,Long-métrage,null,2023
https://www.unifrance.org/film/56467/un-prince,Un prince,Pierre Creton,Fiction,null,andolfi,null,Long-métrage,null,2023
https://www.unifrance.org/film/56224/le-theoreme-de-marguerite,Le Théorème de Marguerite,Anna Novion,Fiction,Comédie dramatique,TS Productions,null,Long-métrage,null,2023
